Fecha;Origen - Base de datos;Comprobante;Item - Cantidad;Artículo - Código;Artículo;Item - Monto sin impuestos;Item - Monto con impuestos;Item - Descuento sin impuestos;Item - Descuento con impuestos;Item - Monto Neto sin impuestos;Item - Monto Neto
24/11/24;CORDOBA2;FEN B 0040-00001289;1;383;383 Champú Phytoplus Cítrico x400;9770,2479;11822;0;0;9770,2479;11822
12/11/24;CORDOBA2;FEN B 0040-00001233;1;498;498 Óleo de Argan Frasco x30ml;15302,4793;18516;0;0;15302,4793;18516
12/11/24;CORDOBA2;FEN B 0040-00001233;1;498;498 Óleo de Argan Frasco x30ml;15302,4793;18516;0;0;15302,4793;18516
24/11/24;CORDOBA2;FEN B 0040-00001290;1;639;639 Champú Proteínas de Soja x 400ml;9157,0248;11080;0;0;9157,0248;11080
1/11/24;CORDOBA2;FEN B 0040-00001187;1;654;654 acondicionador bifasico;15632,2314;18915;0;0;15632,2314;18915
25/11/24;CORDOBA2;FEN B 0040-00001297;1;654;654 acondicionador bifasico;15632,2314;18915;0;0;15632,2314;18915
26/11/24;CORDOBA2;FEN B 0040-00001301;1;654;654 acondicionador bifasico;15632,2314;18915;1563,2232;1891,5;14069,0082;17023,4985
24/11/24;CORDOBA2;FEN B 0040-00001293;1;654;654 acondicionador bifasico;15632,2314;18915;0;0;15632,2314;18915
16/11/24;CORDOBA2;FEN B 0040-00001247;1;654;654 acondicionador bifasico;15632,2314;18915;0;0;15632,2314;18915
6/11/24;CORDOBA2;FEN B 0040-00001206;1;458;458 Spray para Peinar Oro y Caviar;8695,0413;10521;869,5041;1052,1;7825,5372;9468,9
6/11/24;CORDOBA2;FEN B 0040-00001205;1;458;458 Spray para Peinar Oro y Caviar;8695,0413;10521;869,5041;1052,1;7825,5372;9468,9
14/11/24;CORDOBA2;FEN B 0040-00001239;1;458;458 Spray para Peinar Oro y Caviar;8695,0413;10521;0;0;8695,0413;10521
29/11/24;CORDOBA2;FEN B 0040-00001310;1;458;458 Spray para Peinar Oro y Caviar;8695,0413;10521;0;0;8695,0413;10521
16/11/24;CORDOBA2;FEN B 0040-00001247;1;138;138 Espuma Fijadora Aerosol x240m;11919,8347;14423;1787,9752;2163,45;10131,8595;12259,55
30/11/24;CORDOBA2;FEN B 0040-00001321;1;138;138 Espuma Fijadora Aerosol x240m;11919,8347;14423;1787,9752;2163,45;10131,8595;12259,55
1/11/24;CORDOBA2;FEN B 0040-00001185;1;608;608 Champú Anti-Amarillo Sachet x 24;1461,9835;1769;57,847;69,9948;1404,1365;1699,0061
21/11/24;CORDOBA2;FEN B 0040-00001276;1;727;727 Champu P+T recup.x300ml.;10170,2479;12306;0;0;10170,2479;12306
9/11/24;CORDOBA2;FEN B 0040-00001218;1;790;790 Masc.Reflejante Plata x150ml;11840,4959;14327;0;0;11840,4959;14327
6/11/24;CORDOBA2;FEN B 0040-00001204;1;9;9 Tine+Más Aditivo en Ampollas;2623,9669;3175;0;0;2623,9669;3175
2/11/24;CORDOBA2;FEN B 0040-00001189;1;493;493 Champú 100% Vegano x200ml;7164,4628;8669;716,4463;866,9;6448,0165;7802,0999
3/11/24;CORDOBA2;FEN B 0040-00001194;1;707;707 Amp.1007 P/Caida Leve x20ml Veget.& Oligoelementos;4860,3306;5881;486,0331;588,1;4374,2975;5292,9008
3/11/24;CORDOBA2;FEN B 0040-00001194;1;707;707 Amp.1007 P/Caida Leve x20ml Veget.& Oligoelementos;4860,3306;5881;486,0331;588,1;4374,2975;5292,9008
11/11/24;CORDOBA2;FEN B 0040-00001230;3;707;707 Amp.1007 P/Caida Leve x20ml Veget.& Oligoelementos;14580,9918;17643;0;0;14580,9918;17643
29/11/24;CORDOBA2;FEN B 0040-00001313;1;707;707 Amp.1007 P/Caida Leve x20ml Veget.& Oligoelementos;4860,3306;5881;0;0;4860,3306;5881
6/11/24;CORDOBA2;FEN B 0040-00001207;1;250;250 Balsam p/Cab.Trat. c/Color x400;18061,157;21854;0;0;18061,157;21854
11/11/24;CORDOBA2;FEN B 0040-00001231;1;53;"53 ""Nutri-Champú c/Vit. """"E"""" x400ml""";8942,1488;10820;894,2149;1082;8047,9339;9737,9994
17/11/24;CORDOBA2;FEN B 0040-00001256;1;53;"53 ""Nutri-Champú c/Vit. """"E"""" x400ml""";8942,1488;10820;0;0;8942,1488;10820
17/11/24;CORDOBA2;FEN B 0040-00001258;1;53;"53 ""Nutri-Champú c/Vit. """"E"""" x400ml""";8942,1488;10820;0;0;8942,1488;10820
16/11/24;CORDOBA2;FEN B 0040-00001250;1;651;651 ch oleo de argan;9652,8926;11680;0;0;9652,8926;11680
15/11/24;CORDOBA2;FEN B 0040-00001243;1;701;701 Kit Color Fantasy;10770,2479;13032;0;0;10770,2479;13032
17/11/24;CORDOBA2;FEN B 0040-00001254;1;701;701 Kit Color Fantasy;10770,2479;13032;0;0;10770,2479;13032
16/11/24;CORDOBA2;FEN B 0040-00001246;1;722;722 Amp.022 P/Trat.Quimico Ac.Hialurónico & Vitam.C;5118,1818;6193;0;0;5118,1818;6193
16/11/24;CORDOBA2;FEN B 0040-00001245;1;722;722 Amp.022 P/Trat.Quimico Ac.Hialurónico & Vitam.C;5118,1818;6193;0;0;5118,1818;6193
20/11/24;CORDOBA2;FEN B 0040-00001274;1;722;722 Amp.022 P/Trat.Quimico Ac.Hialurónico & Vitam.C;5118,1818;6193;0;0;5118,1818;6193
20/11/24;CORDOBA2;FEN B 0040-00001273;1;722;722 Amp.022 P/Trat.Quimico Ac.Hialurónico & Vitam.C;5118,1818;6193;511,8182;619,3;4606,3636;5573,6992
20/11/24;CORDOBA2;FEN B 0040-00001273;1;722;722 Amp.022 P/Trat.Quimico Ac.Hialurónico & Vitam.C;5118,1818;6193;511,8182;619,3;4606,3636;5573,6992
22/11/24;CORDOBA2;FEN B 0040-00001277;1;722;722 Amp.022 P/Trat.Quimico Ac.Hialurónico & Vitam.C;5118,1818;6193;0;0;5118,1818;6193
26/11/24;CORDOBA2;FEN B 0040-00001301;1;722;722 Amp.022 P/Trat.Quimico Ac.Hialurónico & Vitam.C;5118,1818;6193;511,8182;619,3;4606,3636;5573,7004
29/11/24;CORDOBA2;FEN B 0040-00001315;1;722;722 Amp.022 P/Trat.Quimico Ac.Hialurónico & Vitam.C;5118,1818;6193;511,8182;619,3;4606,3636;5573,7
30/11/24;CORDOBA2;FEN B 0040-00001318;1;722;722 Amp.022 P/Trat.Quimico Ac.Hialurónico & Vitam.C;5118,1818;6193;0;0;5118,1818;6193
30/11/24;CORDOBA2;FEN B 0040-00001318;1;238;238 Balsam Semilla de Lino x400ml;9750,4132;11798;0;0;9750,4132;11798
1/11/24;CORDOBA2;FEN B 0040-00001183;1;198;198 Balsam U/Brillo c/Pro.dePerla;10180,1653;12318;0;0;10180,1653;12318
30/11/24;CORDOBA2;FEN B 0040-00001326;1;198;198 Balsam U/Brillo c/Pro.dePerla;10180,1653;12318;1018,0165;1231,8;9162,1488;11086,2
5/11/24;CORDOBA2;FEN B 0040-00001201;1;402;402 Champú Sell.Bio Color 0% x400g;12454,5455;15070;1245,4545;1507;11209,091;13562,9999
9/11/24;CORDOBA2;FEN B 0040-00001224;1;402;402 Champú Sell.Bio Color 0% x400g;12454,5455;15070;0;0;12454,5455;15070
16/11/24;CORDOBA2;FEN B 0040-00001248;1;402;402 Champú Sell.Bio Color 0% x400g;12454,5455;15070;1245,4545;1507;11209,091;13563
24/11/24;CORDOBA2;FEN B 0040-00001286;1;402;402 Champú Sell.Bio Color 0% x400g;12454,5455;15070;1245,4545;1507;11209,091;13563
26/11/24;CORDOBA2;FEN B 0040-00001301;1;402;402 Champú Sell.Bio Color 0% x400g;12454,5455;15070;1245,4545;1507;11209,091;13563,0011
30/11/24;CORDOBA2;FEN B 0040-00001319;1;402;402 Champú Sell.Bio Color 0% x400g;12454,5455;15070;0;0;12454,5455;15070
29/11/24;CORDOBA2;FEN B 0040-00001312;1;417;417 Trat Cap Nº2 Ac ArgyCam24x20x1;1406,6116;1702;0;0;1406,6116;1702
22/11/24;CORDOBA2;FEN B 0040-00001278;1;600;600 Champú Renovación Celular x200;9097,5207;11008;0;0;9097,5207;11008
25/11/24;CORDOBA2;FEN B 0040-00001296;1;600;600 Champú Renovación Celular x200;9097,5207;11008;0;0;9097,5207;11008
2/11/24;CORDOBA2;FEN B 0040-00001191;1;395;395 Cera Capilar Styling x95gr.;7353,719;8898;735,3719;889,8;6618,3471;8008,2
7/11/24;CORDOBA2;FEN B 0040-00001212;1;63;63 Shampoo 1007 x400ml;8790,9091;10637;879,0909;1063,7;7911,8182;9573,299
29/11/24;CORDOBA2;FEN B 0040-00001313;1;63;63 Shampoo 1007 x400ml;8790,9091;10637;0;0;8790,9091;10637
11/11/24;CORDOBA2;FEN B 0040-00001231;1;858;858 Masc.Nutri Cream x150ml;7102,4793;8594;710,2479;859,4;6392,2314;7734,5995
20/11/24;CORDOBA2;FEN B 0040-00001272;1;858;858 Masc.Nutri Cream x150ml;7102,4793;8594;0;0;7102,4793;8594
24/11/24;CORDOBA2;FEN B 0040-00001289;1;858;858 Masc.Nutri Cream x150ml;7102,4793;8594;710,2479;859,4;6392,2314;7734,6
30/11/24;CORDOBA2;FEN B 0040-00001326;1;858;858 Masc.Nutri Cream x150ml;7102,4793;8594;1420,4959;1718,8;5681,9834;6875,2
2/11/24;CORDOBA2;FEN B 0040-00001192;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
2/11/24;CORDOBA2;FEN B 0040-00001192;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
5/11/24;CORDOBA2;FEN B 0040-00001197;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;800,8264;969;7207,4381;8721
6/11/24;CORDOBA2;FEN B 0040-00001204;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
6/11/24;CORDOBA2;FEN B 0040-00001207;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
27/11/24;CORDOBA2;FEN B 0040-00001303;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
14/11/24;CORDOBA2;FEN B 0040-00001239;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
17/11/24;CORDOBA2;FEN B 0040-00001257;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
18/11/24;CORDOBA2;FEN B 0040-00001267;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;800,8264;969;7207,4381;8721,0002
19/11/24;CORDOBA2;FEN B 0040-00001268;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
19/11/24;CORDOBA2;FEN B 0040-00001268;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
21/11/24;CORDOBA2;FEN B 0040-00001275;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
8/11/24;CORDOBA2;FEN B 0040-00001214;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
8/11/24;CORDOBA2;FEN B 0040-00001214;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
10/11/24;CORDOBA2;FEN B 0040-00001227;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
13/11/24;CORDOBA2;FEN B 0040-00001235;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
13/11/24;CORDOBA2;FEN B 0040-00001236;1;13;13 Bio Color Coloración 0% amoníaco;8008,2645;9690;0;0;8008,2645;9690
30/11/24;CORDOBA2;FEN B 0040-00001323;1;737;737 Amp.1007 x20ml.Potencia.Caida Severa c/Vitam.B.&To;5118,1818;6193;511,8182;619,3;4606,3636;5573,7
30/11/24;CORDOBA2;FEN B 0040-00001323;1;737;737 Amp.1007 x20ml.Potencia.Caida Severa c/Vitam.B.&To;5118,1818;6193;511,8182;619,3;4606,3636;5573,7
23/11/24;CORDOBA2;FEN B 0040-00001283;1;156;156 Cera de Brillo & Styling Pote;7831,405;9476;0;0;7831,405;9476
18/11/24;CORDOBA2;FEN B 0040-00001263;1;448;448 Champú p/Tratami.Alisado x295m;13081,8182;15829;0;0;13081,8182;15829
20/11/24;CORDOBA2;FEN B 0040-00001271;1;448;448 Champú p/Tratami.Alisado x295m;13081,8182;15829;0;0;13081,8182;15829
2/11/24;CORDOBA2;FEN B 0040-00001189;1;610;610 Champú Libre de Gluten x180gr;8828,0992;10682;882,8099;1068,2;7945,2893;9613,7999
6/11/24;CORDOBA2;FEN B 0040-00001202;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
6/11/24;CORDOBA2;FEN B 0040-00001202;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
6/11/24;CORDOBA2;FEN B 0040-00001202;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
6/11/24;CORDOBA2;FEN B 0040-00001202;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
10/11/24;CORDOBA2;FEN B 0040-00001229;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
14/11/24;CORDOBA2;FEN B 0040-00001240;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
28/11/24;CORDOBA2;FEN B 0040-00001307;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
28/11/24;CORDOBA2;FEN B 0040-00001307;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
28/11/24;CORDOBA2;FEN B 0040-00001307;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
28/11/24;CORDOBA2;FEN B 0040-00001307;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;0;0;4971,0744;6015
29/11/24;CORDOBA2;FEN B 0040-00001316;1;711;711 Amp.011 P/Secos o Resecos x20ml Rosa Mosq.& Aminoa;4971,0744;6015;497,1074;601,5;4473,967;5413,5
2/11/24;CORDOBA2;FEN B 0040-00001190;1;172;172 Champú Ceramidas x400ml;13088,4298;15837;1308,8429;1583,7;11779,5869;14253,3021
5/11/24;CORDOBA2;FEN B 0040-00001200;1;172;172 Champú Ceramidas x400ml;13088,4298;15837;0;0;13088,4298;15837
24/11/24;CORDOBA2;FEN B 0040-00001294;1;474;474 Balsam Moringa/Keratina x400ml;9876,0331;11950;0;0;9876,0331;11950
2/11/24;CORDOBA2;FEN B 0040-00001189;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;559,6694;677,2;5037,0248;6094,8
2/11/24;CORDOBA2;FEN B 0040-00001192;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
3/11/24;CORDOBA2;FEN B 0040-00001194;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;559,6694;677,2;5037,0248;6094,801
6/11/24;CORDOBA2;FEN B 0040-00001202;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
6/11/24;CORDOBA2;FEN B 0040-00001202;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
30/11/24;CORDOBA2;FEN B 0040-00001318;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
30/11/24;CORDOBA2;FEN B 0040-00001326;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;559,6694;677,2;5037,0248;6094,8
23/11/24;CORDOBA2;FEN B 0040-00001282;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;559,6694;677,2;5037,0248;6094,8
26/11/24;CORDOBA2;FEN B 0040-00001300;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
26/11/24;CORDOBA2;FEN B 0040-00001300;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
10/11/24;CORDOBA2;FEN B 0040-00001226;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
16/11/24;CORDOBA2;FEN B 0040-00001245;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
20/11/24;CORDOBA2;FEN B 0040-00001274;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
20/11/24;CORDOBA2;FEN B 0040-00001273;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;559,6694;677,2;5037,0248;6094,8024
20/11/24;CORDOBA2;FEN B 0040-00001273;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;559,6694;677,2;5037,0248;6094,7992
22/11/24;CORDOBA2;FEN B 0040-00001277;1;755;755 Amp.055 x20ml P/Quebradiz.y maltrat.C/Oleo S.Lino;5596,6942;6772;0;0;5596,6942;6772
23/11/24;CORDOBA2;FEN B 0040-00001280;1;463;463 Champú Cerveza y Miel  x 250ml;8176,0331;9893;817,6033;989,3;7358,4298;8903,7
6/11/24;CORDOBA2;FEN B 0040-00001207;1;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;7021,4876;8496;0;0;7021,4876;8496
24/11/24;CORDOBA2;FEN B 0040-00001289;1;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;7021,4876;8496;0;0;7021,4876;8496
30/11/24;CORDOBA2;FEN B 0040-00001325;1;807;807 PANTALLA CAPILAR C/PROTEINAS VEGETALES Y UV x155ml;7021,4876;8496;0;0;7021,4876;8496
18/11/24;CORDOBA2;FEN B 0040-00001260;1;212;212 Balsam R.Mosqueta Orgánico x255;8828,0992;10682;0;0;8828,0992;10682
2/11/24;CORDOBA2;FEN B 0040-00001189;1;91;91 Balsam Vitaminado x400ml;8044,6281;9734;804,4628;973,4;7240,1653;8760,6
16/11/24;CORDOBA2;FEN B 0040-00001253;1;91;91 Balsam Vitaminado x400ml;8044,6281;9734;0;0;8044,6281;9734
18/11/24;CORDOBA2;FEN B 0040-00001261;1;645;645 Estuche anti naranja x 20gr;1455,3719;1761;0;0;1455,3719;1761
25/11/24;CORDOBA2;FEN B 0040-00001298;1;645;645 Estuche anti naranja x 20gr;1455,3719;1761;0;0;1455,3719;1761
25/11/24;CORDOBA2;FEN B 0040-00001298;1;645;645 Estuche anti naranja x 20gr;1455,3719;1761;0;0;1455,3719;1761
29/11/24;CORDOBA2;FEN B 0040-00001312;1;645;645 Estuche anti naranja x 20gr;1455,3719;1761;0;0;1455,3719;1761
9/11/24;CORDOBA2;FEN B 0040-00001222;1;201;201 Spray para Peinar Atomiza.x150;7550,4132;9136;0;0;7550,4132;9136
6/11/24;CORDOBA2;FEN B 0040-00001209;1;845;845 cristales liquidos;14052,8926;17004;0;0;14052,8926;17004
6/11/24;CORDOBA2;FEN B 0040-00001208;1;845;845 cristales liquidos;14052,8926;17004;0;0;14052,8926;17004
13/11/24;CORDOBA2;FEN B 0040-00001238;1;845;845 cristales liquidos;14052,8926;17004;0;0;14052,8926;17004
19/11/24;CORDOBA2;FEN B 0040-00001268;1;845;845 cristales liquidos;14052,8926;17004;0;0;14052,8926;17004
23/11/24;CORDOBA2;FEN B 0040-00001279;1;845;845 cristales liquidos;14052,8926;17004;1405,2893;1700,4;12647,6033;15303,6
27/11/24;CORDOBA2;FEN B 0040-00001304;1;845;845 cristales liquidos;14052,8926;17004;1405,2893;1700,4;12647,6033;15303,6
29/11/24;CORDOBA2;FEN B 0040-00001315;1;845;845 cristales liquidos;14052,8926;17004;1405,2893;1700,4;12647,6033;15303,6
30/11/24;CORDOBA2;FEN B 0040-00001319;1;845;845 cristales liquidos;14052,8926;17004;1405,2893;1700,4;12647,6033;15303,6
22/11/24;CORDOBA2;FEN B 0040-00001278;1;602;602 Balsam Renovación Celular x200;7339,6694;8881;0;0;7339,6694;8881
25/11/24;CORDOBA2;FEN B 0040-00001296;1;602;602 Balsam Renovación Celular x200;7339,6694;8881;0;0;7339,6694;8881
24/11/24;CORDOBA2;FEN B 0040-00001289;1;272;272 Champú Hidrata. Intensa x400ml;12323,9669;14912;0;0;12323,9669;14912
